YoutubeID,Start_timestamp,End_timestamp,Caption,Aesthetic_Score,caption_interaction
fU7hZ3smj0g,00:08:13.451,00:08:29.676,The video clip shows a group of musicians playing instruments and singing in a room. They seem to be having a good time and enjoying themselves. The room appears to be well-lit and well-maintained.,7.9765625,Yes
dJf4wCdLU18,00:01:44.771,00:01:45.772,The video clip shows a young girl sitting behind a fence and praying. She is wearing a red dress and appears to be lost in thought.,7.9765625,No
h0A6wAn9k0s,00:01:01.645,00:01:02.771,The video clip shows a man dressed in a sailor costume dancing in a bar. He is wearing a hat and a tie and appears to be having a good time.,7.9765625,No
TDpJAuxpfMs,00:00:56.033,00:00:58.633,The video clip shows a beautiful bride wearing a white dress and a flower wreath on her head. She is standing in a field surrounded by flowers and balloons. It seems to be a wedding scene.,7.9765625,No
VUo6NKm7peE,00:19:28.376,00:19:29.502,The video clip shows a young child surrounded by a pile of stuffed animals. The child is smiling and appears to be enjoying the company of the stuffed animals.,7.9765625,No
9_7PBCy4ono,00:04:39.279,00:04:46.386,"The video clip shows a man wearing a chef's hat and a colorful outfit, waving his hands in the air while smiling. He seems to be having a good time.",7.97265625,No
lkTF0TGBDNc,00:03:25.900,00:03:45.767,The video clip shows a round board with different colored pieces on it. It appears to be a board game that requires players to move their pieces around the board according to certain rules.,7.97265625,No
s3HdyahEe-4,00:00:54.800,00:00:59.800,"The video clip shows a man running in the snow. He is wearing a blue shirt and running shoes, and appears to be training for a marathon. The scenery in the background is of a snowy city.",7.97265625,No
UHHLXcWY384,00:04:09.883,00:04:25.565,The video clip shows a woman dressed in an Asian costume preparing a dish in a kitchen. She is wearing an orange kimono and is surrounded by various ingredients and utensils used for cooking.,7.97265625,No
f6O-q_43aTM,00:03:35.040,00:03:42.800,"The video clip shows a cartoon scene of a group of animals baking cakes in a kitchen. The animals include cats, dogs, and bears, and they are all working together to bake delicious cakes.",7.97265625,Yes
ibwixyj1Klc,00:00:16.920,00:00:18.880,The video clip shows a man wearing a white coat and sunglasses walking down a city street. He appears to be wearing a watch on his wrist.,7.97265625,No
dpCBMwAweDI,00:04:19.050,00:04:22.012,"The video clip shows a group of people dancing together in a room. They appear to be having fun and enjoying each other's company. The dancers are of different ages and ethnicities, and they seem to be having a great time.",7.97265625,Yes
EHXnzEzXWxw,00:02:35.520,00:02:36.480,The video clip shows a group of men dressed in sunglasses and posing in front of a crowd. They appear to be dancing and having a good time together.,7.97265625,Yes
ZCWfNqbNiZo,00:00:52.240,00:00:55.120,The video clip shows a group of people dancing together in a room. They are all dressed in green outfits and seem to be having a good time. It appears to be a fun and energetic performance.,7.97265625,Yes
ZCWfNqbNiZo,00:02:38.880,00:02:41.320,The video clip shows a group of people dancing together in a room. They appear to be having a good time and enjoying each other's company.,7.97265625,Yes
yBVIrHUMG9g,00:00:00.000,00:00:57.157,The video clip shows a young child playing with a large stuffed animal in a kitchen. The child is wearing a chef's hat and appears to be having fun with the toy.,7.97265625,No
ZtC7-OpjzOc,00:00:51.176,00:00:56.223,The video clip shows a group of people dancing together in a nightclub. They are all wearing hats and sunglasses and appear to be having a great time.,7.97265625,Yes
XHvnISYuONc,00:03:29.960,00:03:41.054,The video clip shows a man wearing a green mask walking down a street at night. He is dressed in a black jacket and appears to be dancing.,7.97265625,No
8Jo7jG--IwU,00:02:30.200,00:02:32.560,The video clip shows a man and a woman standing in the snow and talking to each other. The man is wearing a black jacket while the woman is wearing a black coat. They seem to be having a conversation while standing in the snow.,7.97265625,Yes
PLlHhE6vtsU,00:02:17.033,00:02:18.700,"The video clip shows a cartoon character wearing a suit and tie, standing on a rooftop. The character appears to be a businessman.",7.97265625,No
l8T98mV_qVs,00:01:34.167,00:02:50.233,The video clip shows a woman sitting at a table with a plate of food in front of her. She is holding a glass of juice and appears to be enjoying her meal.,7.97265625,No
GqGTM3raow4,00:00:42.840,00:00:45.240,The video clip shows a cartoon character named Masha sitting in a car with a bear and a wolf. The bear and the wolf are also sitting in the car with Masha.,7.97265625,No
6bw5YJwsPo8,00:08:04.751,00:08:07.620,The video clip shows a cartoon character wearing glasses and a red hat. The character seems to be surprised and has a surprised expression on its face.,7.97265625,No
a2GiOkXLHx8,00:09:25.133,00:09:25.633,"The video clip shows a fruit stand with a variety of fruits on display. There are different types of fruits such as mangoes, watermelons, and pineapples. The fruits are arranged in clear plastic cups and are ready to be purchased.",7.97265625,No
HO73gUhiYe0,00:08:02.649,00:08:03.750,The video clip shows a man wearing headphones and singing into a microphone. He appears to be in a recording studio.,7.97265625,No
Hc0n7wCGqY4,00:00:35.160,00:00:39.000,The video clip shows a man wearing a red shirt and a hat sitting under a pink umbrella. He seems to be enjoying his time outdoors.,7.97265625,No
3eCWisQV78Y,00:00:44.511,00:01:06.300,The video clip shows a screenshot of a mobile phone with a cartoon character on it. It appears to be a screenshot from a mobile game.,7.97265625,No
zkijoto-IvQ,00:09:02.233,00:10:16.367,The video clip shows a man standing next to a car and opening the door. He then gets into the car and drives away. The car appears to be a white SUV.,7.97265625,No
kZvwt5tLZlE,00:07:23.667,00:07:30.167,The video clip shows a screenshot of a video game. It appears to be a game that is set in a marketplace with various food items on display.,7.97265625,No
dZlBfPh436U,00:10:32.232,00:10:34.568,The video clip shows a man wearing a hoodie standing in front of a punching bag. He is holding a baseball bat and appears to be preparing for a fight.,7.97265625,No
n_k8H3uct1o,00:00:00.000,00:00:16.058,The video clip shows a man wearing a yellow suit singing into a microphone while surrounded by flowers. It appears to be a musical performance.,7.97265625,No
QCJMlq2a39w,00:01:04.097,00:01:08.101,The video clip shows a man wearing a cap and a teddy bear standing next to him. The man is making a gesture with his hands and the teddy bear seems to be reacting to it.,7.97265625,No
0HTexqxo1og,00:02:57.280,00:02:59.400,The video clip shows a group of young men dressed in blue shirts singing and dancing together. They appear to be having a good time and enjoying each other's company.,7.97265625,Yes
6uHHWgJ6dsk,00:04:21.600,00:04:28.880,The video clip shows a man standing next to an old car in a field. The man is wearing sunglasses and appears to be enjoying the scenery. There are no other people or animals visible in the video.,7.97265625,No
Mn7y6WEX0yI,00:01:39.640,00:01:40.320,The video clip shows a group of people running on the beach. They appear to be competing in a race and are running towards the camera. There is also a man wearing a white shirt who is running towards the camera.,7.97265625,Yes
K1YI0xWGZ1A,00:01:46.640,00:02:01.321,"The video clip shows a man wearing a vest and holding a megaphone. He is standing in a parking lot surrounded by a group of people. The man is speaking into the megaphone, and the people in the background seem to be listening attentively. It appears to be a protest or demonstration of some sort.",7.97265625,No
rdh7Ky52AOg,00:05:47.000,00:05:56.840,The video clip shows a woman sitting at a table in a garden. She is wearing a floral shirt and appears to be enjoying her time in the outdoors.,7.97265625,No
6Ha3iZXFaac,00:09:13.240,00:09:14.880,The video clip shows a shirtless man walking down a runway in front of an audience. He is wearing a pair of underwear and appears to be part of a fashion show.,7.97265625,No
EMjfCJhiqcY,00:02:29.333,00:02:31.933,The video clip shows a girl running on a track while wearing a hat. She appears to be playing a video game.,7.97265625,No
VEfkNHTjgs8,00:00:35.285,00:00:35.994,The video clip shows a woman wearing a hat and standing in front of a table filled with colorful stuffed animals. She is holding a clipboard and appears to be working on something.,7.97265625,No
axQC_72iGDA,00:06:56.083,00:06:56.917,The video clip shows a group of people dancing together in a room. They appear to be having fun and enjoying each other's company. It seems to be a lively and energetic atmosphere.,7.97265625,Yes
5h0A1nvgRMY,00:04:20.960,00:04:21.560,The video clip shows a group of people dressed in banana costumes dancing in a park. They appear to be having a lot of fun and enjoying each other's company.,7.97265625,Yes
JOzZdxDNqQw,00:01:20.867,00:01:52.467,The video clip shows a woman pouring a drink into a pitcher on a table. The drink appears to be a mixture of fruit juices and other ingredients.,7.97265625,No
ABfCRO8Aats,00:10:53.720,00:10:55.120,The video clip shows a group of people dressed in suits and helmets dancing in an auditorium. It appears to be a performance of some sort.,7.97265625,Yes
TkqKXmtT_xI,00:03:15.320,00:03:16.600,The video clip shows a group of people dressed in orange outfits and holding oranges. It appears to be a fun and playful scene.,7.97265625,No
Ul9qzbOHbGQ,00:10:18.360,00:10:19.040,"The video clip shows a group of children dancing in a room filled with balloons and confetti. It appears to be a birthday celebration, and the children are having a great time.",7.97265625,Yes
pl7OEV4-hGw,00:06:23.917,00:06:30.156,The video clip shows a man standing behind a bar and making a cocktail. He is wearing a hat and appears to be preparing a drink.,7.97265625,No
d1k9ys7Qbsw,00:07:52.367,00:07:57.133,The video clip shows a cartoon character dressed in a nurse costume standing in front of a pink background. The character appears to be smiling and wearing a hat.,7.97265625,No
54hnt0EHQRk,00:00:41.291,00:00:42.167,The video clip shows a man wearing a hat and a jacket who is playing a guitar. He seems to be enjoying himself while playing it.,7.97265625,No
OGZHW2gV57M,00:13:11.433,00:13:12.200,"The video clip shows a beautiful orange sports car driving down a street in a city. The car has a sleek and stylish design, and it seems to be moving at a high speed.",7.97265625,No
2QEkrIRzPjM,00:03:34.720,00:03:36.120,The video clip shows two men standing on a balcony overlooking the ocean. One of them is wearing a leather jacket while the other is wearing a black jacket. They both seem to be enjoying the view and taking in the beauty of the ocean.,7.97265625,No
0lO2H9IeaOE,00:01:49.484,00:01:50.652,The video clip shows a group of people dancing and having fun. They seem to be enjoying themselves and having a good time. It appears to be a lively and energetic atmosphere.,7.97265625,Yes
PrHM0WQBVwE,00:08:38.760,00:08:42.720,The video clip shows a man wearing glasses sitting in a chair on the beach. He appears to be relaxing and enjoying the scenery around him.,7.97265625,No
L3zOYCCQVDo,00:01:35.362,00:01:35.896,The video clip shows a group of young girls dressed in pink dresses performing a dance routine in a field. They seem to be having fun and enjoying themselves. It appears to be a cheerful and energetic performance.,7.97265625,Yes
Cxi9buonTvI,00:02:42.233,00:02:46.700,The video clip shows a monkey wearing a straw hat and eating an orange. The monkey is sitting on the ground and appears to be enjoying its meal.,7.97265625,No
e4OGNTnlZfw,00:05:07.040,00:05:11.720,The video clip shows a cartoon character standing next to a glass of juice and a pair of scissors. The character is wearing a colorful outfit and appears to be dancing.,7.97265625,No
nAYVNeU3uzc,00:04:07.360,00:04:09.720,The video clip shows a cute little girl dancing in a field surrounded by vegetables. She is wearing an apron and appears to be having a lot of fun.,7.97265625,No
64drtk3v3lk,00:01:48.040,00:01:48.880,The video clip shows a large brown bear standing in front of a wooden house. The bear is wearing a basket on its back and appears to be walking towards the house.,7.97265625,No
bLF90M96m2Q,00:02:50.360,00:02:52.240,"The video clip shows a man wearing a red shirt and sunglasses, sitting on a bench and talking on his phone. He is surrounded by colorful decorations and appears to be enjoying his surroundings.",7.97265625,No
PJYZTVhMNfo,00:00:16.767,00:00:19.400,The video clip shows two cartoon characters dressed in animal costumes standing next to each other. One of the characters is wearing a bear costume and the other is wearing a monkey costume. They seem to be having a good time together.,7.97265625,No
UiiH1X7l0Wk,00:03:17.920,00:03:18.520,The video clip shows a colorful seamless pattern consisting of a group of birds. The birds are flying in the air and seem to be having a good time.,7.97265625,No
pvUAvGD4nXQ,00:02:10.380,00:02:11.048,The video clip shows a group of people dancing together in a field. They appear to be having a good time and enjoying each other's company.,7.97265625,Yes
THjPYIMuSao,00:09:19.200,00:09:21.000,The video clip shows a cartoon bear holding a bouquet of red roses. It appears to be a scene from a movie or animation.,7.97265625,No
aCmSaYYnyAE,00:07:44.040,00:07:48.520,The video clip shows a group of people sitting around a campfire and cooking food. They seem to be enjoying a meal together.,7.97265625,Yes
wA5XQtGyFDE,00:01:36.900,00:01:44.700,The video clip shows a man standing in front of a red sports car. He is wearing a yellow jacket and appears to be posing for a photo. There is also graffiti on the wall behind him.,7.97265625,No
OglS3Q0Zxik,00:02:56.176,00:02:56.927,The video clip shows a group of people dancing in a line. They appear to be having a good time and enjoying each other's company. It seems to be a fun and lively atmosphere.,7.97265625,Yes
aK6O-YAoaAI,00:04:18.058,00:04:19.126,"The video clip shows a group of children in a classroom, with a teacher standing in front of them. The teacher is wearing a suit and tie, and the students are dressed in their school uniforms. The teacher is giving a lesson to the students, who are listening attentively. The atmosphere in the classroom appears to be calm and orderly.",7.97265625,No
bMyrBds_9Zc,00:01:23.040,00:01:23.920,The video clip shows a man wearing a yellow suit performing a dance in the middle of a street. He is surrounded by a group of people who are watching him. The man is skilled in dancing and seems to be enjoying himself.,7.97265625,Yes
gD1HMs-5idY,00:05:58.867,00:05:59.367,"The video clip shows a group of children playing in a cartoon-style room. The room is filled with various items such as toys, chairs, and a table. The children are having fun and playing together.",7.97265625,Yes
nAYVNeU3uzc,00:02:13.440,00:02:15.120,The video clip shows a cartoon character standing in a field surrounded by vegetables. The character is wearing an apron and seems to be harvesting vegetables from the field.,7.97265625,No
9WMGE4nE0V8,00:02:07.120,00:02:07.920,The video clip shows an elderly man wearing a green sweater and a hat while playing a guitar. He seems to be having a good time while playing the guitar.,7.97265625,No
aIHF7u9Wwiw,00:00:44.169,00:00:44.795,The video clip shows a group of people gathered together in a field. They are all wearing red shirts and appear to be having a good time. It seems to be a celebration of some kind.,7.97265625,Yes
E_JwpT1sI1c,00:09:55.200,00:09:56.900,The video clip shows a young girl dressed in a pink dress playing with a toy in the backyard. She appears to be enjoying herself while playing with the toy.,7.97265625,No
JjDZGChmJ-U,00:01:41.960,00:01:44.400,The video clip shows a woman in an apron slicing an apple on a cutting board. She is using a knife to cut the apple into slices.,7.97265625,No
Nyg8_lHZYi4,00:02:19.458,00:02:24.000,The video clip shows a cute cartoon character wearing a helmet and holding a microphone. The character is dressed in a blue outfit and appears to be singing.,7.97265625,No
gwKEdFoUB0o,00:01:59.800,00:02:01.200,"The video clip shows a group of young men sitting on a set of stairs. They appear to be having a good time and enjoying each other's company. The setting seems to be in a city, and the stairs they are sitting on are decorated with colorful tiles.",7.97265625,No
ShvDUFkxpZs,00:02:02.375,00:02:03.792,The video clip shows a group of men dressed in traditional clothing and dancing together. They are all wearing sunglasses and appear to be having a good time.,7.97265625,Yes
kHeQC1HPis4,00:01:49.167,00:01:51.792,The video clip shows a cartoon character wearing a green shirt and a bow on her head. She appears to be crying and looks sad.,7.97265625,No
sb6btAnwlSw,00:00:42.560,00:00:45.120,The video clip shows a woman singing into a microphone while standing on a stage. She is wearing a black dress and has a microphone in her hand. The stage is decorated with lights and there is a band playing in the background.,7.97265625,Yes
f_0CQeBmrvQ,00:05:05.772,00:05:23.056,The video clip shows a woman standing at a picnic table and preparing a juice drink. She is wearing a purple shirt and appears to be enjoying the process of making the drink.,7.97265625,No
WwTB2Y81InM,00:00:12.387,00:00:13.138,The video clip shows a man wearing sunglasses and a leather jacket standing in front of a dark background. He appears to be posing for the camera.,7.97265625,No
di1O9mppUcE,00:02:49.294,00:02:52.130,The video clip shows a bartender preparing a cocktail in a bar. The bartender is wearing an apron and is standing in front of the bar. The bar has a globe on it and the bartender is making a cocktail.,7.97265625,No
YKT4BiOReTc,00:00:53.625,00:00:55.792,The video clip shows a cartoon character riding a motorcycle on a red carpet. The character is dressed in a bunny suit and appears to be enjoying the ride.,7.97265625,No
lsg1BCISPNU,00:11:59.093,00:12:03.932,The video clip shows a group of musicians playing instruments and singing together. They appear to be having a great time and enjoying their performance. The instruments they are playing include a guitar and a saxophone.,7.97265625,Yes
aeLEXxVTIEQ,00:06:19.920,00:06:27.760,The video clip shows a man dancing on a bus. He is wearing an orange outfit and appears to be having a good time.,7.97265625,Yes
s4eQF86LVK8,00:02:40.761,00:02:43.697,The video clip shows a group of people dancing in a circle. It appears to be a fun and energetic performance.,7.97265625,Yes
cyVzjoj96vs,00:01:00.227,00:01:02.062,The video clip shows a group of colorful stuffed animals arranged in a circle around a man. The man is dressed in a suit and is standing in the middle of the circle. It appears to be a fun and playful scene.,7.97265625,No
bvgw9KGVT4k,00:00:53.900,00:00:54.700,The video clip shows a man wearing a hat and sunglasses standing on the side of a road. He is waving his hand and seems to be signaling to someone or something.,7.97265625,No
VFye6XF3t-s,00:13:26.706,00:13:33.079,"The video clip shows a group of people standing in a room with a large teddy bear in the center. The room appears to be a space station, and the people are dressed in uniforms. The teddy bear seems to be the main attraction of the room.",7.97265625,No
Z8k09Y5mZhI,00:03:05.552,00:03:06.153,The video clip shows a puppet wearing glasses and a red hat. The puppet is smiling and appears to be having fun.,7.97265625,No
gwBT7EUEaiM,00:00:00.000,00:02:12.566,"The video clip shows a group of children dancing together in a room. They are dressed in colorful costumes and appear to be having a lot of fun while dancing. The children are of different ages, and they seem to be enjoying each other's company while dancing.",7.97265625,Yes
1OwYfxN_QNI,00:03:02.033,00:03:04.200,The video clip shows a teddy bear dressed in a pink shirt sitting on a chair. It appears to be a stuffed animal toy.,7.97265625,No
UqyT8IEBkvY,00:02:45.165,00:02:45.791,The video clip shows a group of people dressed in red posing for a picture. They are all wearing sunglasses and appear to be having a good time together.,7.97265625,Yes
4lf0hWf9fC0,00:01:19.346,00:01:20.981,The video clip shows a man wearing a protective mask and standing in a field. He is dressed in a costume that resembles a cat. The man is wearing a helmet and appears to be in a playful mood.,7.97265625,No
BJbUgO7S7Hw,00:11:37.720,00:11:41.080,The video clip shows a man wearing a pink shirt and a turban with a long white beard. He is standing on a street and making a prayer gesture with his hands.,7.97265625,No
q_sZFXlcdzQ,00:00:57.920,00:01:11.360,The video clip shows a man standing next to a car with its hood open. He is wearing a purple sweater and appears to be discussing the car's problem. It seems like he is trying to diagnose the issue with the vehicle.,7.97265625,Yes
lG-klvI4yzI,00:00:57.960,00:01:00.000,The video clip shows a group of people dancing in a hallway. They are dressed in colorful costumes and seem to be having a lot of fun. The lighting in the hallway adds to the festive atmosphere.,7.97265625,Yes
eJzmKx2JW9I,00:01:02.467,00:01:06.200,The video clip shows a man with a long beard and a turban standing in front of a building. He is wearing traditional clothing and is surrounded by a group of people.,7.97265625,No
FaEPqPbvpc8,00:06:35.629,00:06:45.071,"The video clip shows a beautifully decorated boat that is lit up with colorful lights. It appears to be a part of a parade or a float in a carnival. The boat is adorned with a variety of lights and decorations, making it a spectacular sight to behold.",7.97265625,No
OpwLmNO6S7o,00:01:37.000,00:01:39.133,"The video clip shows a group of animated characters dressed in Halloween costumes, dancing and having fun in a room filled with pumpkins.",7.97265625,Yes
YupfFYtnn6k,00:02:21.099,00:02:23.226,The video clip shows a group of people dancing together in a room. They are all wearing black clothing and appear to be having a good time. There is a man standing in the middle of the group who is leading the dance.,7.97265625,Yes
qgJAdUYDRrU,00:01:58.243,00:02:07.044,The video clip shows a man dressed in a bear costume playing with a toy train. He is pretending to be a bear and playing with the toy train in a playful manner.,7.97265625,No
mW0JwwOa7Us,00:05:43.143,00:05:53.019,The video clip shows a classic car on display at a car show. The car is brown in color and appears to be in excellent condition.,7.97265625,No
GCXLxkU0x2I,00:01:13.160,00:01:15.160,The video clip shows a painting of a woman in a red dress pouring sugar into a bowl. It appears to be a traditional Christmas scene.,7.97265625,No
bE9sjXvo3VY,00:02:14.200,00:02:16.200,The video clip shows a group of people dancing together in a room. They are all wearing hats and appear to be having a good time.,7.97265625,Yes
9gu2Br2kq9g,00:01:40.960,00:01:42.280,The video clip shows a group of people dressed in colorful costumes dancing on a checkered floor. They seem to be having a lot of fun and enjoying themselves.,7.97265625,Yes
ZpUYjpKg9KY,00:01:48.317,00:01:49.818,The video clip shows a man wearing a red hat singing and dancing on stage. He is accompanied by a woman who is also singing and dancing along with him. They seem to be having a great time performing together.,7.97265625,Yes
n0pFMDkdhL8,00:12:18.917,00:12:20.708,"The video clip shows a table filled with different types of food, including sandwiches, fruits, and vegetables. It appears to be a healthy and well-balanced meal.",7.97265625,No
6xlfjRUSm3o,00:01:03.880,00:01:07.080,The video clip shows a cartoon character dressed in a pink dress and holding a watering can. The character is standing in a field surrounded by flowers.,7.97265625,No
Ap17XtgMHhc,00:00:20.020,00:00:22.022,The video clip shows a shirtless man posing in front of a swimming pool. He is wearing red swimming trunks and appears to be in good physical shape.,7.97265625,No
QRZJNqoJQFY,00:01:16.952,00:01:17.911,The video clip shows a man swinging a golf club and hitting the ball. He is wearing a white shirt and appears to be playing a game of golf.,7.97265625,Yes
oIwoMQSqNQ8,00:02:54.758,00:02:55.467,The video clip shows a group of people dancing on the beach. They are all having a good time and seem to be enjoying themselves. It appears to be a fun and lively atmosphere.,7.97265625,Yes
2WfQ0KHOLg8,00:00:38.664,00:00:40.874,The video clip shows a group of young women dressed in bikinis dancing in the desert. They are having a good time and enjoying themselves.,7.97265625,Yes
sB7xbWrPKjU,00:04:17.400,00:04:18.080,The video clip shows a young girl playing in an inflatable pool filled with balloons. She is having a lot of fun splashing around and playing with the balloons.,7.97265625,No
KhAvR7yMPRk,00:12:50.336,00:13:15.495,The video clip shows a man wearing a chef's outfit standing in front of a blue background with a hologram of a brain. He appears to be making a gesture with his hands.,7.97265625,No
ZpUYjpKg9KY,00:00:32.824,00:00:33.450,"The video clip shows a man wearing a black shirt and jeans, standing on a stage with a microphone in his hand. He is singing and dancing along with the music playing in the background. There are drums and other musical instruments visible in the background as well.",7.97265625,Yes
aeLEXxVTIEQ,00:00:58.120,00:01:02.960,The video clip shows a group of people dancing in a city street. They are dressed in colorful outfits and appear to be having a great time.,7.97265625,Yes
dSxzD-ZoMBs,00:02:19.533,00:02:44.867,"The video clip shows a delicious sandwich being prepared and served on a plate. The sandwich appears to be a grilled cheese and ham sandwich, and it looks mouth-watering.",7.97265625,No
Ug7GIfaIOBs,00:05:44.760,00:05:48.560,The video clip shows a young boy riding a scooter in a park. He is wearing a uniform and appears to be a police officer. The scooter he is riding is yellow in color.,7.97265625,No
6bqHdWQJNSQ,00:05:50.917,00:08:45.725,The video clip shows a woman standing in front of a large pile of snow. She is wearing a coat and appears to be enjoying the winter weather.,7.97265625,No
PT1kA5NbEJI,00:02:38.280,00:02:40.960,The video clip shows a group of young people posing for a picture together. They seem to be having fun and enjoying each other's company. It appears to be a cheerful and lively scene.,7.97265625,Yes
lEceOKmk_Ko,00:00:43.520,00:00:45.000,The video clip shows a man wearing a tank top and sunglasses sitting in front of a red sports car. The man is wearing a white shirt and appears to be posing for a photo. There are also other people in the background who are also posing for a photo.,7.97265625,Yes
EE4napcb-D0,00:05:07.908,00:05:09.977,The video clip shows a group of young children playing and having fun at a party. They are dressed in colorful costumes and playing with various toys. The children seem to be enjoying themselves and having a good time.,7.97265625,Yes
v2wnsBrpRH4,00:00:43.377,00:00:48.131,The video clip shows a person pouring watermelon juice into a glass. It appears to be a healthy and refreshing drink.,7.97265625,No
4bPGxLxogvw,00:00:35.920,00:00:36.720,The video clip shows a man wearing a red hat and a red jacket dancing in a room. He is also wearing sunglasses and a yellow shirt. The room has a chandelier hanging from the ceiling.,7.97265625,No
cSDVee6Qn64,00:02:06.460,00:02:11.331,The video clip shows an elderly woman wearing a hat and glasses. She is dressed in a colorful outfit and appears to be dancing. It seems like she is having a good time and enjoying herself.,7.97265625,No
iFa6I9KN63Q,00:01:59.040,00:02:02.040,"The video clip shows a man and a woman sitting in a boat on the water. They are dressed in formal attire and seem to be enjoying their time on the boat. The boat appears to be a classic model, and the couple seems to be having a good time.",7.97265625,No
BE9CXWV1alg,00:03:33.296,00:03:34.339,"The video clip shows a group of musicians performing on a stage in front of a large crowd. They are playing their instruments and singing while the audience cheers and claps along. The musicians seem to be having a great time, and the energy of the crowd is contagious.",7.97265625,Yes
ce2KN06dS7c,00:01:19.371,00:01:20.080,"The video clip shows a group of musicians performing on a stage under a bridge. They are playing their instruments and singing while standing on the stage. The stage is located under the bridge, and the musicians seem to be enjoying their performance.",7.97265625,Yes
g-sMTyz3vWI,00:00:17.900,00:00:19.400,The video clip shows a miniature town that has been decorated for Christmas. It appears to be a winter wonderland with snow-covered trees and buildings. The miniature town is beautifully decorated and looks like a real-life Christmas village.,7.97265625,No
Qo2hlWLno5Y,00:04:35.208,00:04:36.109,The video clip shows a man standing next to a green car. He is wearing a white shirt and appears to be posing for a photo. It seems like he is proud of his car and wants to show it off.,7.97265625,No
FiXCxfWWwPo,00:00:55.722,00:00:56.807,The video clip shows a group of children dancing and having fun. They are dressed in colorful outfits and seem to be enjoying their time together. It appears to be a happy and joyful scene.,7.97265625,Yes
n_1XpKHWMU0,00:02:28.815,00:02:29.733,The video clip shows a man and a woman dressed in formal attire walking down a red carpet. The man is wearing a tuxedo and the woman is wearing a white dress. They appear to be attending a formal event.,7.97265625,No
GCSE2nb4vJ0,00:05:16.800,00:05:17.300,"The video clip shows a red truck parked in a parking lot. It appears to be a classic truck, and there are people standing around it. It seems to be a gathering of people admiring the truck.",7.97265625,No
_bHpq2-M6XY,00:09:32.440,00:09:41.040,The video clip shows a man cutting a tomato in a greenhouse. He is using a knife to cut the tomato into slices. The man is wearing a blue shirt and appears to be working in a garden.,7.97265625,No
0LTn0gMGg4Q,00:02:59.720,00:03:01.560,The video clip shows a group of people dancing together in a dark room. They appear to be having a good time and enjoying each other's company.,7.97265625,Yes
Mx0pImLptqg,00:03:12.442,00:03:15.195,"The video clip shows a group of people dancing together in a studio. They are dressed in colorful costumes and appear to be having a lot of fun while dancing. The dancers are of different ages and genders, and they seem to be enjoying each other's company.",7.97265625,Yes
QEQlqVeIetk,00:10:12.745,00:10:17.951,The video clip shows a man standing next to a motorcycle in the middle of a forest. The man is wearing a backpack and appears to be preparing for a journey.,7.97265625,No
QobCi4UgKr4,00:03:53.520,00:03:54.120,The video clip shows a man dressed in a Mario costume playing with a Frisbee in a park. He is wearing a red and blue costume and appears to be having fun playing with the Frisbee.,7.97265625,Yes
hKvydn3c0mg,00:00:57.680,00:00:58.440,The video clip shows a brightly lit bus parked in a parking lot at night. The bus is illuminated with colorful lights and appears to be decorated for the holiday season.,7.97265625,No
rI9cNh4dscc,00:01:11.440,00:01:12.720,"The video clip shows a man dressed in a costume walking down a street. He is wearing a red, white, and blue outfit and seems to be enjoying the sunny day. The street is lined with shops and buildings, and there are people walking around.",7.97265625,No
huyesPYXlcQ,00:00:52.417,00:00:54.417,The video clip shows a man wearing a suit and sunglasses walking in a park. He is holding a hose and spraying water on the ground. The man seems to be enjoying his time in the park.,7.97265625,No
GSM9JuuxMLo,00:05:06.673,00:05:07.174,"The video clip shows a large crowd of people gathered in a concert hall, cheering and dancing to the music. The stage is filled with performers, and the audience is enjoying the show. The atmosphere is lively, and everyone seems to be having a great time.",7.97265625,Yes
SIqvRzEIqIo,00:01:47.566,00:01:49.985,The video clip shows a group of people dancing together on a stage. They appear to be having a good time and enjoying each other's company. It seems to be a fun and lively performance.,7.97265625,Yes
UA8rcLvS1BY,00:05:07.933,00:05:09.184,The video clip shows a man wearing headphones and standing in front of a window. He is wearing a chain around his neck and appears to be listening to music.,7.97265625,No
AnC_PlAz-Lk,00:00:21.520,00:00:25.200,The video clip shows a train dining car with a table set up for a meal. The table has a tablecloth and a vase of flowers on it. There are also chairs and a window in the background.,7.97265625,No
dDxgSvJINlU,00:02:53.256,00:02:54.716,The video clip shows a man wearing sunglasses and driving a car. He seems to be enjoying the ride and has a smile on his face.,7.97265625,No
FEcgRld3Unw,00:02:40.800,00:02:42.040,The video clip shows a group of people standing together and making peace signs with their hands. They appear to be having a good time and enjoying each other's company.,7.97265625,Yes
FjOZ4vkftmY,00:05:12.920,00:05:16.360,The video clip shows a man wearing a suit and tie walking down the street with a red ball in his hand. He appears to be playing with the ball and seems to be having a good time.,7.97265625,No
SNa0tjeZ628,00:12:26.800,00:12:56.960,The video clip shows a man standing in the snow and talking to the camera. He is wearing a jacket and appears to be enjoying the winter weather.,7.97265625,No
Se7aJY6yjiU,00:00:54.040,00:00:57.280,The video clip shows a group of people sitting around a table and enjoying a meal together. They appear to be having a good time and engaging in conversation.,7.97265625,Yes
WZvewdjLZ3A,00:03:54.651,00:04:03.452,"The video clip shows a beautifully decorated Christmas shop with a green storefront. The storefront is adorned with lights and decorations, making it look festive and inviting. The store is filled with various items such as cakes, candies, and other sweet treats. It seems like a perfect place to visit during the holiday season.",7.97265625,No
